cidade,estado,id,nome,segmento
Pentecoste,CE,3966,Empresa 3966,Outro
Jaraguá do Sul,SC,3967,Empresa 3967,Outro
Coronel Ezequiel,RN,3968,Empresa 3968,Alimentos / Bebida
Lagoa Nova,RN,3969,Empresa 3969,Informática
Pilões,PB,3970,Empresa 3970,Calçados
Mogeiro,PB,3971,Empresa 3971,Alimentos / Bebida
Pedro Régis,PB,3972,Empresa 3972,Confecção / Textil
Marapanim,PA,3973,Empresa 3973,Outro
Jussara,PR,3974,Empresa 3974,Alimentos / Bebida
Monte Alegre,RN,3975,Empresa 3975,Outro
Bozano,RS,3976,Empresa 3976,Cosméticos / Perfumaria / Higiene
Itupeva,SP,3977,Empresa 3977,Alimentos / Bebida
Tupãssi,PR,3978,Empresa 3978,Informática
Hugo Napoleão,PI,3979,Empresa 3979,Utilidades
Santa Luzia do Paruá,MA,3980,Empresa 3980,Confecção / Textil
Almas,TO,3981,Empresa 3981,Materiais de Construção
Santa Clara d'Oeste,SP,3982,Empresa 3982,Alimentos / Bebida
Guiratinga,MT,3983,Empresa 3983,Cosméticos / Perfumaria / Higiene
Mirinzal,MA,3984,Empresa 3984,Outro
Manga,MG,3985,Empresa 3985,Cosméticos / Perfumaria / Higiene
Rio Espera,MG,3986,Empresa 3986,Alimentos / Bebida
Aporá,BA,3987,Empresa 3987,Informática
Bom Jardim de Minas,MG,3988,Empresa 3988,Jóias e Bijuterias
Ilha Grande,PI,3989,Empresa 3989,Utilidades
Planalto Alegre,SC,3990,Empresa 3990,Materiais de Construção
Palmeiras do Tocantins,TO,3991,Empresa 3991,Embalagens
Jataí,GO,3992,Empresa 3992,Outro
São João da Boa Vista,SP,3993,Empresa 3993,Eletrônicos / Eletrodomésticos
Passo do Sobrado,RS,3994,Empresa 3994,Outro
Abadia de Goiás,GO,3995,Empresa 3995,Alimentos / Bebida
Arneiroz,CE,3996,Empresa 3996,Cosméticos / Perfumaria / Higiene
Tucano,BA,3997,Empresa 3997,Pet-Shop
Senador Sá,CE,3998,Empresa 3998,Alimentos / Bebida
Ipiranga de Goiás,GO,3999,Empresa 3999,Calçados
Cipotânea,MG,4000,Empresa 4000,Alimentos / Bebida
São Carlos do Ivaí,PR,4001,Empresa 4001,Outro
Petrópolis,RJ,4002,Empresa 4002,Informática
Santa Isabel do Rio Negro,AM,4003,Empresa 4003,Informática
São Félix do Piauí,PI,4004,Empresa 4004,Autopeças
São Félix do Xingu,PA,4005,Empresa 4005,Alimentos / Bebida
Paulista,PB,4006,Empresa 4006,Limpeza / Higiene
Antônio Carlos,MG,4007,Empresa 4007,Confecção / Textil
Sagres,SP,4008,Empresa 4008,Informática
Caranaíba,MG,4009,Empresa 4009,Outro
Caracol,MS,4010,Empresa 4010,Outro
Pinheiro Preto,SC,4011,Empresa 4011,Cosméticos / Perfumaria / Higiene
Guapiaçu,SP,4012,Empresa 4012,Alimentos / Bebida
Brumadinho,MG,4013,Empresa 4013,Confecção / Textil
Onda Verde,SP,4014,Empresa 4014,Móveis
Dionísio,MG,4015,Empresa 4015,Informática
Timon,MA,4016,Empresa 4016,Alimentos / Bebida
Salinópolis,PA,4017,Empresa 4017,Autopeças
Caxambu,MG,4018,Empresa 4018,Outro
Populina,SP,4019,Empresa 4019,Alimentos / Bebida
Serra Dourada,BA,4020,Empresa 4020,Máquinas / Equipamentos
Vale de São Domingos,MT,4021,Empresa 4021,Alimentos / Bebida
Abdon Batista,SC,4022,Empresa 4022,Outro
Ibirarema,SP,4023,Empresa 4023,Informática
Dom Feliciano,RS,4024,Empresa 4024,Alimentos / Bebida
Picada Café,RS,4025,Empresa 4025,Informática
Mata Verde,MG,4026,Empresa 4026,Alimentos / Bebida
Mandaguari,PR,4027,Empresa 4027,Cosméticos / Perfumaria / Higiene
Poço de José de Moura,PB,4028,Empresa 4028,Brinquedos
Engenheiro Navarro,MG,4029,Empresa 4029,Alimentos / Bebida
Papanduva,SC,4030,Empresa 4030,Informática
Lindoeste,PR,4031,Empresa 4031,Outro
Rio Branco,AC,4032,Empresa 4032,Alimentos / Bebida
Tuparendi,RS,4033,Empresa 4033,Informática
Carangola,MG,4034,Empresa 4034,Outro
Itutinga,MG,4035,Empresa 4035,Confecção / Textil
Itaboraí,RJ,4036,Empresa 4036,Embalagens
Treze Tílias,SC,4037,Empresa 4037,Embalagens
Duque Bacelar,MA,4038,Empresa 4038,Outro
Cocalzinho de Goiás,GO,4039,Empresa 4039,Cosméticos / Perfumaria / Higiene
Morro Reuter,RS,4040,Empresa 4040,Materiais de Construção
Aldeias Altas,MA,4041,Empresa 4041,Limpeza / Higiene
Limoeiro de Anadia,AL,4042,Empresa 4042,Informática
Araranguá,SC,4043,Empresa 4043,Cosméticos / Perfumaria / Higiene
Jericó,PB,4044,Empresa 4044,Outro
Catuípe,RS,4045,Empresa 4045,Outro
Faro,PA,4046,Empresa 4046,Alimentos / Bebida
Barbalha,CE,4047,Empresa 4047,Alimentos / Bebida
Dores de Campos,MG,4048,Empresa 4048,Alimentos / Bebida
Fortuna de Minas,MG,4049,Empresa 4049,Outro
Jaguaripe,BA,4050,Empresa 4050,Cosméticos / Perfumaria / Higiene
Macau,RN,4051,Empresa 4051,Autopeças
Antônio João,MS,4052,Empresa 4052,Confecção / Textil
Campestre,AL,4053,Empresa 4053,Outro
Tarabai,SP,4054,Empresa 4054,Outro
Rondon,PR,4055,Empresa 4055,Informática
Tapejara,RS,4056,Empresa 4056,Eletrônicos / Eletrodomésticos
Ponte Alta,SC,4057,Empresa 4057,Alimentos / Bebida
Aparecida do Rio Negro,TO,4058,Empresa 4058,Alimentos / Bebida
Campestre,MG,4059,Empresa 4059,Cosméticos / Perfumaria / Higiene
São Pedro do Turvo,SP,4060,Empresa 4060,Confecção / Textil
Lucrécia,RN,4061,Empresa 4061,Cosméticos / Perfumaria / Higiene
Silvânia,GO,4062,Empresa 4062,Informática
Piracema,MG,4063,Empresa 4063,Confecção / Textil
Pratinha,MG,4064,Empresa 4064,Medicamentos
São Mamede,PB,4065,Empresa 4065,Outro
Montauri,RS,4066,Empresa 4066,Máquinas / Equipamentos
Torre de Pedra,SP,4067,Empresa 4067,Outro
São Benedito,CE,4068,Empresa 4068,Informática
Cachoeira dos Índios,PB,4069,Empresa 4069,Decoração / Cama / Mesa / Banho
Santaluz,BA,4070,Empresa 4070,Alimentos / Bebida
José da Penha,RN,4071,Empresa 4071,Cosméticos / Perfumaria / Higiene
Salgado de São Félix,PB,4072,Empresa 4072,Móveis
Santa Efigênia de Minas,MG,4073,Empresa 4073,Confecção / Textil
Catarina,CE,4074,Empresa 4074,Autopeças
Junqueiro,AL,4075,Empresa 4075,Outro
José Bonifácio,SP,4076,Empresa 4076,Pet-Shop
Triunfo Potiguar,RN,4077,Empresa 4077,Autopeças
Piquerobi,SP,4078,Empresa 4078,Alimentos / Bebida
Itaporã do Tocantins,TO,4079,Empresa 4079,Limpeza / Higiene
Alto Alegre dos Parecis,RO,4080,Empresa 4080,Alimentos / Bebida
Massaranduba,SC,4081,Empresa 4081,Materiais de Construção
Castelândia,GO,4082,Empresa 4082,Materiais de Construção
Casa Nova,BA,4083,Empresa 4083,Alimentos / Bebida
Itapuca,RS,4084,Empresa 4084,Outro
Pontal,SP,4085,Empresa 4085,Alimentos / Bebida
Santana,BA,4086,Empresa 4086,Calçados
Encruzilhada do Sul,RS,4087,Empresa 4087,Cosméticos / Perfumaria / Higiene
Marmeleiro,PR,4088,Empresa 4088,Alimentos / Bebida
Joaquim Pires,PI,4089,Empresa 4089,Materiais de Construção
São Simão,GO,4090,Empresa 4090,Alimentos / Bebida
Edéia,GO,4091,Empresa 4091,Informática
Volta Grande,MG,4092,Empresa 4092,Calçados
Ipecaetá,BA,4093,Empresa 4093,Cosméticos / Perfumaria / Higiene
Guajeru,BA,4094,Empresa 4094,Outro
Lago do Junco,MA,4095,Empresa 4095,Alimentos / Bebida
Marquinho,PR,4096,Empresa 4096,Utilidades
Campestre,MG,4097,Empresa 4097,Confecção / Textil
Iguatu,CE,4098,Empresa 4098,Cosméticos / Perfumaria / Higiene
Fortaleza,CE,4099,Empresa 4099,Confecção / Textil
Coimbra,MG,4100,Empresa 4100,Materiais de Construção
Itapé,BA,4101,Empresa 4101,Alimentos / Bebida
São João do Polêsine,RS,4102,Empresa 4102,Alimentos / Bebida
Ubaí,MG,4103,Empresa 4103,Informática
Mercedes,PR,4104,Empresa 4104,Confecção / Textil
Inocência,MS,4105,Empresa 4105,Cosméticos / Perfumaria / Higiene
Cruz do Espírito Santo,PB,4106,Empresa 4106,Alimentos / Bebida
Brotas de Macaúbas,BA,4107,Empresa 4107,Pet-Shop
São João da Serra,PI,4108,Empresa 4108,Alimentos / Bebida
São Sepé,RS,4109,Empresa 4109,Outro
Rubim,MG,4110,Empresa 4110,Outro
Cristalândia,TO,4111,Empresa 4111,Confecção / Textil
Pimenta,MG,4112,Empresa 4112,Cosméticos / Perfumaria / Higiene
Cataguases,MG,4113,Empresa 4113,Outro
Canoas,RS,4114,Empresa 4114,Alimentos / Bebida
Penalva,MA,4115,Empresa 4115,Máquinas / Equipamentos
Angelim,PE,4116,Empresa 4116,Outro
Matutina,MG,4117,Empresa 4117,Outro
Groaíras,CE,4118,Empresa 4118,Outro
Nova Esperança,PR,4119,Empresa 4119,Embalagens
Braga,RS,4120,Empresa 4120,Alimentos / Bebida
Volta Redonda,RJ,4121,Empresa 4121,Alimentos / Bebida
Santa Rosa do Tocantins,TO,4122,Empresa 4122,Alimentos / Bebida
Coremas,PB,4123,Empresa 4123,Cosméticos / Perfumaria / Higiene
Urupês,SP,4124,Empresa 4124,Alimentos / Bebida
Macaubal,SP,4125,Empresa 4125,Outro
Dom Basílio,BA,4126,Empresa 4126,Jóias e Bijuterias
Carlos Gomes,RS,4127,Empresa 4127,Alimentos / Bebida
Serra Dourada,BA,4128,Empresa 4128,Confecção / Textil
Timbaúba dos Batistas,RN,4129,Empresa 4129,Outro
Bom Jesus da Serra,BA,4130,Empresa 4130,Outro
Coimbra,MG,4131,Empresa 4131,Materiais de Construção
Buritirama,BA,4132,Empresa 4132,Cosméticos / Perfumaria / Higiene
Lagoa dos Três Cantos,RS,4133,Empresa 4133,Materiais de Construção
Piratini,RS,4134,Empresa 4134,Informática
Santo Hipólito,MG,4135,Empresa 4135,Alimentos / Bebida
Bujari,AC,4136,Empresa 4136,Máquinas / Equipamentos
Uauá,BA,4137,Empresa 4137,Informática
Botelhos,MG,4138,Empresa 4138,Autopeças
Santa Rita de Ibitipoca,MG,4139,Empresa 4139,Materiais de Construção
Camaçari,BA,4140,Empresa 4140,Outro
Luislândia,MG,4141,Empresa 4141,Cosméticos / Perfumaria / Higiene
Lavras do Sul,RS,4142,Empresa 4142,Cosméticos / Perfumaria / Higiene
Guarantã,SP,4143,Empresa 4143,Decoração / Cama / Mesa / Banho
Monjolos,MG,4144,Empresa 4144,Utilidades
Aparecida de Goiânia,GO,4145,Empresa 4145,Limpeza / Higiene
Elesbão Veloso,PI,4146,Empresa 4146,Informática
Aral Moreira,MS,4147,Empresa 4147,Outro
Itabirinha,MG,4148,Empresa 4148,Jóias e Bijuterias
Bom Jardim,RJ,4149,Empresa 4149,Outro
Lajedinho,BA,4150,Empresa 4150,Pet-Shop
Venda Nova do Imigrante,ES,4151,Empresa 4151,Utilidades
Santa Quitéria,CE,4152,Empresa 4152,Outro
São Bonifácio,SC,4153,Empresa 4153,Alimentos / Bebida
Santana do Livramento,RS,4154,Empresa 4154,Informática
Cajueiro da Praia,PI,4155,Empresa 4155,Informática
Jaguaretama,CE,4156,Empresa 4156,Alimentos / Bebida
Calumbi,PE,4157,Empresa 4157,Autopeças
Itapeva,MG,4158,Empresa 4158,Embalagens
Lucélia,SP,4159,Empresa 4159,Confecção / Textil
Belém,PB,4160,Empresa 4160,Cosméticos / Perfumaria / Higiene
Lavras,MG,4161,Empresa 4161,Alimentos / Bebida
Laguna Carapã,MS,4162,Empresa 4162,Cosméticos / Perfumaria / Higiene
Itamarati,AM,4163,Empresa 4163,Informática
Rio Real,BA,4164,Empresa 4164,Informática
Sério,RS,4165,Empresa 4165,Informática
Baixa Grande,BA,4166,Empresa 4166,Alimentos / Bebida
Palmares,PE,4167,Empresa 4167,Alimentos / Bebida
Iraí,RS,4168,Empresa 4168,Utilidades
Brejo Grande,SE,4169,Empresa 4169,Confecção / Textil
Várzea Paulista,SP,4170,Empresa 4170,Eletrônicos / Eletrodomésticos
Moita Bonita,SE,4171,Empresa 4171,Informática
Caiçara,RS,4172,Empresa 4172,Informática
Piraúba,MG,4173,Empresa 4173,Brinquedos
Coaraci,BA,4174,Empresa 4174,Informática
Olho D'Água do Piauí,PI,4175,Empresa 4175,Confecção / Textil
Curral de Cima,PB,4176,Empresa 4176,Alimentos / Bebida
Ipiranga de Goiás,GO,4177,Empresa 4177,Materiais de Construção
Cacequi,RS,4178,Empresa 4178,Outro
Cacequi,RS,4179,Empresa 4179,Materiais de Construção
Ubaí,MG,4180,Empresa 4180,Alimentos / Bebida
Paracatu,MG,4181,Empresa 4181,Embalagens
Lagoa Santa,GO,4182,Empresa 4182,Outro
Geminiano,PI,4183,Empresa 4183,Informática
Wanderlândia,TO,4184,Empresa 4184,Eletrônicos / Eletrodomésticos
Rio Acima,MG,4185,Empresa 4185,Eletrônicos / Eletrodomésticos
Santa Bárbara do Tugúrio,MG,4186,Empresa 4186,Alimentos / Bebida
Santa Rita do Trivelato,MT,4187,Empresa 4187,Alimentos / Bebida
Rolim de Moura,RO,4188,Empresa 4188,Medicamentos
Padre Bernardo,GO,4189,Empresa 4189,Eletrônicos / Eletrodomésticos
Auriflama,SP,4190,Empresa 4190,Utilidades
Cruzália,SP,4191,Empresa 4191,Alimentos / Bebida
Santa Maria,RN,4192,Empresa 4192,Confecção / Textil
Presidente Lucena,RS,4193,Empresa 4193,Autopeças
Amambaí,MS,4194,Empresa 4194,Eletrônicos / Eletrodomésticos
Penalva,MA,4195,Empresa 4195,Utilidades
Medeiros,MG,4196,Empresa 4196,Confecção / Textil
Aurora do Tocantins,TO,4197,Empresa 4197,Máquinas / Equipamentos
Novo Lino,AL,4198,Empresa 4198,Alimentos / Bebida
Calmon,SC,4199,Empresa 4199,Móveis
Seberi,RS,4200,Empresa 4200,Jóias e Bijuterias
Tasso Fragoso,MA,4201,Empresa 4201,Móveis
Sítio do Quinto,BA,4202,Empresa 4202,Utilidades
Mara Rosa,GO,4203,Empresa 4203,Alimentos / Bebida
Formosa da Serra Negra,MA,4204,Empresa 4204,Confecção / Textil
Novo Progresso,PA,4205,Empresa 4205,Móveis
São Bento do Sapucaí,SP,4206,Empresa 4206,Alimentos / Bebida
Jati,CE,4207,Empresa 4207,Confecção / Textil
Santa Bárbara do Sul,RS,4208,Empresa 4208,Outro
Ribeirão Bonito,SP,4209,Empresa 4209,Outro
Macarani,BA,4210,Empresa 4210,Confecção / Textil
Chã Grande,PE,4211,Empresa 4211,Alimentos / Bebida
Banzaê,BA,4212,Empresa 4212,Confecção / Textil
Pomerode,SC,4213,Empresa 4213,Informática
Irará,BA,4214,Empresa 4214,Cosméticos / Perfumaria / Higiene
Mira Estrela,SP,4215,Empresa 4215,Alimentos / Bebida
Buíque,PE,4216,Empresa 4216,Alimentos / Bebida
Queimadas,PB,4217,Empresa 4217,Móveis
Francisco Dantas,RN,4218,Empresa 4218,Autopeças
Goiatins,TO,4219,Empresa 4219,Alimentos / Bebida
São Thomé das Letras,MG,4220,Empresa 4220,Outro
Cabreúva,SP,4221,Empresa 4221,Confecção / Textil
Miranorte,TO,4222,Empresa 4222,Materiais de Construção
Trindade do Sul,RS,4223,Empresa 4223,Outro
Envira,AM,4224,Empresa 4224,Alimentos / Bebida
Caraá,RS,4225,Empresa 4225,Autopeças
Santa Rosa do Tocantins,TO,4226,Empresa 4226,Áudio / Música / Som
Vitória das Missões,RS,4227,Empresa 4227,Confecção / Textil
Jaraguá,GO,4228,Empresa 4228,Autopeças
Brejinho de Nazaré,TO,4229,Empresa 4229,Decoração / Cama / Mesa / Banho
Glória de Dourados,MS,4230,Empresa 4230,Confecção / Textil
Pompéia,SP,4231,Empresa 4231,Medicamentos
Piên,PR,4232,Empresa 4232,Cosméticos / Perfumaria / Higiene
Bom Jesus da Serra,BA,4233,Empresa 4233,Alimentos / Bebida
Céu Azul,PR,4234,Empresa 4234,Materiais de Construção
Estância,SE,4235,Empresa 4235,Outro
Parnaíba,PI,4236,Empresa 4236,Jóias e Bijuterias
Nova Roma,GO,4237,Empresa 4237,Informática
Bom Jardim da Serra,SC,4238,Empresa 4238,Calçados
Nova Boa Vista,RS,4239,Empresa 4239,Calçados
Icatu,MA,4240,Empresa 4240,Utilidades
Passagem,PB,4241,Empresa 4241,Outro
Cantagalo,PR,4242,Empresa 4242,Alimentos / Bebida
Nova Andradina,MS,4243,Empresa 4243,Outro
Lucena,PB,4244,Empresa 4244,Áudio / Música / Som
Novo Gama,GO,4245,Empresa 4245,Alimentos / Bebida
Forquilhinha,SC,4246,Empresa 4246,Autopeças
Unistalda,RS,4247,Empresa 4247,Alimentos / Bebida
Analândia,SP,4248,Empresa 4248,Alimentos / Bebida
Amparo do Serra,MG,4249,Empresa 4249,Informática
São Sebastião do Maranhão,MG,4250,Empresa 4250,Jóias e Bijuterias
Chã Preta,AL,4251,Empresa 4251,Confecção / Textil
Caiçara do Rio do Vento,RN,4252,Empresa 4252,Confecção / Textil
Solânea,PB,4253,Empresa 4253,Materiais de Construção
Maraú,BA,4254,Empresa 4254,Outro
Santo Antônio de Jesus,BA,4255,Empresa 4255,Informática
Milton Brandão,PI,4256,Empresa 4256,Limpeza / Higiene
Uruburetama,CE,4257,Empresa 4257,Outro
Francisco Sá,MG,4258,Empresa 4258,Embalagens
Dona Emma,SC,4259,Empresa 4259,Outro
Campanário,MG,4260,Empresa 4260,Informática
São Sebastião da Boa Vista,PA,4261,Empresa 4261,Brinquedos
Agudos,SP,4262,Empresa 4262,Outro
Carauari,AM,4263,Empresa 4263,Outro
Serra do Mel,RN,4264,Empresa 4264,Autopeças
Rio Manso,MG,4265,Empresa 4265,Cosméticos / Perfumaria / Higiene
Araçoiaba,PE,4266,Empresa 4266,Confecção / Textil
Montalvânia,MG,4267,Empresa 4267,Calçados
Wanderley,BA,4268,Empresa 4268,Medicamentos
Morro Grande,SC,4269,Empresa 4269,Outro
Bom Jardim de Minas,MG,4270,Empresa 4270,Outro
Diamante do Norte,PR,4271,Empresa 4271,Cosméticos / Perfumaria / Higiene
Jaguaruna,SC,4272,Empresa 4272,Alimentos / Bebida
Magé,RJ,4273,Empresa 4273,Alimentos / Bebida
Malhada,BA,4274,Empresa 4274,Outro
Santana do Mundaú,AL,4275,Empresa 4275,Outro
Borda da Mata,MG,4276,Empresa 4276,Autopeças
Santa Brígida,BA,4277,Empresa 4277,Outro
Trombas,GO,4278,Empresa 4278,Eletrônicos / Eletrodomésticos
Colombo,PR,4279,Empresa 4279,Cosméticos / Perfumaria / Higiene
Lagoa dos Patos,MG,4280,Empresa 4280,Máquinas / Equipamentos
Porto do Mangue,RN,4281,Empresa 4281,Informática
Valença do Piauí,PI,4282,Empresa 4282,Máquinas / Equipamentos
Serranópolis de Minas,MG,4283,Empresa 4283,Jóias e Bijuterias
Barro Alto,GO,4284,Empresa 4284,Outro
Criciúma,SC,4285,Empresa 4285,Eletrônicos / Eletrodomésticos
Serrinha dos Pintos,RN,4286,Empresa 4286,Máquinas / Equipamentos
Lindoeste,PR,4287,Empresa 4287,Eletrônicos / Eletrodomésticos
Sanharó,PE,4288,Empresa 4288,Outro
Nova Ibiá,BA,4289,Empresa 4289,Alimentos / Bebida
Torres,RS,4290,Empresa 4290,Informática
São João da Fronteira,PI,4291,Empresa 4291,Utilidades
Tucumã,PA,4292,Empresa 4292,Informática
Ourilândia do Norte,PA,4293,Empresa 4293,Materiais de Construção
Granja,CE,4294,Empresa 4294,Jóias e Bijuterias
Santa Cruz do Xingu,MT,4295,Empresa 4295,Alimentos / Bebida
Afonso Cunha,MA,4296,Empresa 4296,Alimentos / Bebida
Rio do Antônio,BA,4297,Empresa 4297,Outro
Nova Ponte,MG,4298,Empresa 4298,Confecção / Textil
Cabrobó,PE,4299,Empresa 4299,Embalagens
Jardim de Piranhas,RN,4300,Empresa 4300,Informática
Santa Helena de Minas,MG,4301,Empresa 4301,Confecção / Textil
Santo Antônio de Jesus,BA,4302,Empresa 4302,Alimentos / Bebida
Umuarama,PR,4303,Empresa 4303,Informática
Monsenhor Tabosa,CE,4304,Empresa 4304,Alimentos / Bebida
Cafelândia,SP,4305,Empresa 4305,Informática
Aurilândia,GO,4306,Empresa 4306,Autopeças
Ecoporanga,ES,4307,Empresa 4307,Alimentos / Bebida
Luiziana,PR,4308,Empresa 4308,Móveis
Reserva do Cabaçal,MT,4309,Empresa 4309,Outro
Maruim,SE,4310,Empresa 4310,Pet-Shop
Jenipapo de Minas,MG,4311,Empresa 4311,Informática
Cariús,CE,4312,Empresa 4312,Informática
Alto Paraná,PR,4313,Empresa 4313,Outro
Catiguá,SP,4314,Empresa 4314,Outro
Jacaraci,BA,4315,Empresa 4315,Alimentos / Bebida
Cocal de Telha,PI,4316,Empresa 4316,Outro
Turiaçu,MA,4317,Empresa 4317,Medicamentos
São José de Mipibu,RN,4318,Empresa 4318,Cosméticos / Perfumaria / Higiene
Teresina de Goiás,GO,4319,Empresa 4319,Materiais de Construção
Pedralva,MG,4320,Empresa 4320,Outro
Jardinópolis,SC,4321,Empresa 4321,Confecção / Textil
Avaí,SP,4322,Empresa 4322,Utilidades
Santa Rosa de Lima,SE,4323,Empresa 4323,Alimentos / Bebida
Porto Alegre do Piauí,PI,4324,Empresa 4324,Alimentos / Bebida
São Patrício,GO,4325,Empresa 4325,Cosméticos / Perfumaria / Higiene
Igaraçu do Tietê,SP,4326,Empresa 4326,Outro
São José das Palmeiras,PR,4327,Empresa 4327,Alimentos / Bebida
São Jerônimo,RS,4328,Empresa 4328,Decoração / Cama / Mesa / Banho
Cardoso,SP,4329,Empresa 4329,Outro
Arroio do Sal,RS,4330,Empresa 4330,Informática
Mataraca,PB,4331,Empresa 4331,Outro
Tapira,PR,4332,Empresa 4332,Outro
Boa Vista das Missões,RS,4333,Empresa 4333,Móveis
Palmas de Monte Alto,BA,4334,Empresa 4334,Pet-Shop
Protásio Alves,RS,4335,Empresa 4335,Informática
São Sebastião de Lagoa de Roça,PB,4336,Empresa 4336,Alimentos / Bebida
Capitão Enéas,MG,4337,Empresa 4337,Outro
Floriano,PI,4338,Empresa 4338,Autopeças
Laranjal,MG,4339,Empresa 4339,Cosméticos / Perfumaria / Higiene
Bananal,SP,4340,Empresa 4340,Outro
Luzinópolis,TO,4341,Empresa 4341,Alimentos / Bebida
Rondinha,RS,4342,Empresa 4342,Medicamentos
Cajazeirinhas,PB,4343,Empresa 4343,Alimentos / Bebida
Pocrane,MG,4344,Empresa 4344,Autopeças
Cachoeiras de Macacu,RJ,4345,Empresa 4345,Móveis
Carmópolis de Minas,MG,4346,Empresa 4346,Limpeza / Higiene
Rio do Sul,SC,4347,Empresa 4347,Alimentos / Bebida
Santa Cruz do Rio Pardo,SP,4348,Empresa 4348,Calçados
Antonina,PR,4349,Empresa 4349,Outro
Alegrete do Piauí,PI,4350,Empresa 4350,Utilidades
Berizal,MG,4351,Empresa 4351,Jóias e Bijuterias
Capelinha,MG,4352,Empresa 4352,Eletrônicos / Eletrodomésticos
Milagres,CE,4353,Empresa 4353,Outro
Caraíbas,BA,4354,Empresa 4354,Cosméticos / Perfumaria / Higiene
Porto Belo,SC,4355,Empresa 4355,Materiais de Construção
Paranatinga,MT,4356,Empresa 4356,Medicamentos
Cacique Doble,RS,4357,Empresa 4357,Alimentos / Bebida
Santa Cruz da Conceição,SP,4358,Empresa 4358,Confecção / Textil
Araguanã,TO,4359,Empresa 4359,Materiais de Construção
Pentecoste,CE,4360,Empresa 4360,Cosméticos / Perfumaria / Higiene
Rio Pardo de Minas,MG,4361,Empresa 4361,Alimentos / Bebida
Dores do Rio Preto,ES,4362,Empresa 4362,Informática
Itaporã do Tocantins,TO,4363,Empresa 4363,Outro
Arcoverde,PE,4364,Empresa 4364,Alimentos / Bebida
Beruri,AM,4365,Empresa 4365,Eletrônicos / Eletrodomésticos
Santa Fé do Sul,SP,4366,Empresa 4366,Alimentos / Bebida
Massapê,CE,4367,Empresa 4367,Confecção / Textil
Prados,MG,4368,Empresa 4368,Materiais de Construção
Garça,SP,4369,Empresa 4369,Alimentos / Bebida
Paula Freitas,PR,4370,Empresa 4370,Informática
Torrinha,SP,4371,Empresa 4371,Alimentos / Bebida
Ipiranga do Sul,RS,4372,Empresa 4372,Cosméticos / Perfumaria / Higiene
Itapevi,SP,4373,Empresa 4373,Informática
Xambrê,PR,4374,Empresa 4374,Alimentos / Bebida
Babaçulândia,TO,4375,Empresa 4375,Alimentos / Bebida
Santa Cruz da Esperança,SP,4376,Empresa 4376,Confecção / Textil
Taquaruçu do Sul,RS,4377,Empresa 4377,Informática
Colombo,PR,4378,Empresa 4378,Eletrônicos / Eletrodomésticos
Catu,BA,4379,Empresa 4379,Decoração / Cama / Mesa / Banho
Serranos,MG,4380,Empresa 4380,Utilidades
Chorrochó,BA,4381,Empresa 4381,Alimentos / Bebida
Juti,MS,4382,Empresa 4382,Alimentos / Bebida
Santa Quitéria,CE,4383,Empresa 4383,Alimentos / Bebida
Ipira,SC,4384,Empresa 4384,Autopeças
Catas Altas da Noruega,MG,4385,Empresa 4385,Outro
Paulínia,SP,4386,Empresa 4386,Alimentos / Bebida
Nina Rodrigues,MA,4387,Empresa 4387,Outro
Rio do Antônio,BA,4388,Empresa 4388,Alimentos / Bebida
Centenário,TO,4389,Empresa 4389,Móveis
Colômbia,SP,4390,Empresa 4390,Alimentos / Bebida
Charqueadas,RS,4391,Empresa 4391,Alimentos / Bebida
São Jorge,RS,4392,Empresa 4392,Confecção / Textil
Paripiranga,BA,4393,Empresa 4393,Outro
Água Azul do Norte,PA,4394,Empresa 4394,Calçados
Guaiçara,SP,4395,Empresa 4395,Materiais de Construção
Armazém,SC,4396,Empresa 4396,Alimentos / Bebida
Colorado do Oeste,RO,4397,Empresa 4397,Decoração / Cama / Mesa / Banho
Governador Archer,MA,4398,Empresa 4398,Outro
Floresta do Araguaia,PA,4399,Empresa 4399,Outro
Farol,PR,4400,Empresa 4400,Outro
Juquiá,SP,4401,Empresa 4401,Materiais de Construção
Bom Jesus,RS,4402,Empresa 4402,Utilidades
Vista Gaúcha,RS,4403,Empresa 4403,Alimentos / Bebida
Cajamar,SP,4404,Empresa 4404,Jóias e Bijuterias
Nova Independência,SP,4405,Empresa 4405,Confecção / Textil
São João del Rei,MG,4406,Empresa 4406,Autopeças
Capitão,RS,4407,Empresa 4407,Cosméticos / Perfumaria / Higiene
Massapê,CE,4408,Empresa 4408,Outro
Ribeirão Grande,SP,4409,Empresa 4409,Alimentos / Bebida
Paracuru,CE,4410,Empresa 4410,Móveis
Riachuelo,SE,4411,Empresa 4411,Outro
Restinga,SP,4412,Empresa 4412,Medicamentos
São Valentim,RS,4413,Empresa 4413,Alimentos / Bebida
Tuneiras do Oeste,PR,4414,Empresa 4414,Confecção / Textil
Aliança,PE,4415,Empresa 4415,Cosméticos / Perfumaria / Higiene
Capela,AL,4416,Empresa 4416,Outro
Materlândia,MG,4417,Empresa 4417,Medicamentos
Santo Antônio do Aventureiro,MG,4418,Empresa 4418,Alimentos / Bebida
Abadia de Goiás,GO,4419,Empresa 4419,Alimentos / Bebida
Nova Santa Rita,RS,4420,Empresa 4420,Alimentos / Bebida
Santa Bárbara do Monte Verde,MG,4421,Empresa 4421,Alimentos / Bebida
